label,text,_orig_split,split,aug_type
1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,train,train,clean
0,"""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""",train,train,clean
0,I am waiting for your call sir.,train,train,clean
0,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),train,train,clean
0,Hey so whats the plan this sat? ,train,train,clean
0,How come guoyang go n tell her? Then u told her?,train,train,clean
0,"Aight yo, dats straight dogg",train,train,clean
1,Money i have won wining number 946 wot do i do next,train,train,clean
0,I love your ass! Do you enjoy doggy style? :),train,train,clean
1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",train,train,clean
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",train,train,clean
0,I asked you to call him now ok,train,train,clean
0,Ok lor...,train,train,clean
0,Yeah get the unlimited,train,train,clean
0,I come n pick ü up... Come out immediately aft ur lesson...,train,train,clean
0,It only does simple arithmetic not percentages.,train,train,clean
0,Dear good morning now only i am up,train,train,clean
0,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,train,train,clean
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",train,train,clean
1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",train,train,clean
0,Oh Howda gud gud.. Mathe en samachara chikku:-),train,train,clean
0,"Yeah, that's fine! It's £6 to get in, is that ok? ",train,train,clean
0,Dear are you angry i was busy dear,train,train,clean
0,Oh baby of the house. How come you dont have any new pictures on facebook,train,train,clean
0,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,train,train,clean
0,I accidentally deleted the message. Resend please.,train,train,clean
0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",train,train,clean
0,"Hi this is yijue, can i meet u at 11 tmr?",train,train,clean
0,Please tell me not all of my car keys are in your purse,train,train,clean
0,I though we shd go out n have some fun so bar in town or something – sound ok?,train,train,clean
0,How much is blackberry bold2 in nigeria.,train,train,clean
0,"Yep, at derek's house now, see you Sunday &lt;3",train,train,clean
0,"""Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",train,train,clean
1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",train,train,clean
0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,train,train,clean
0,Sorry da thangam.it's my mistake.,train,train,clean
0,Yup ü not comin :-(,train,train,clean
0,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",train,train,clean
1,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,train,train,clean
0,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,train,train,clean
0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",train,train,clean
0,I cant pick the phone right now. Pls send a message,train,train,clean
0,Yup but it's not giving me problems now so mayb i'll jus leave it...,train,train,clean
0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),train,train,clean
1,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,train,train,clean
0,We are okay. Going to sleep now. Later,train,train,clean
0,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),train,train,clean
0,Wat uniform? In where get?,train,train,clean
0,my ex-wife was not able to have kids. Do you want kids one day?,train,train,clean
1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,train,train,clean
0,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",train,train,clean
0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,train,train,clean
0,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",train,train,clean
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",train,train,clean
0,When can ü come out?,train,train,clean
0,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",train,train,clean
0,"I dont knw pa, i just drink milk..",train,train,clean
1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",train,train,clean
0,Do u hav any frnd by name ashwini in ur college?,train,train,clean
0,Hi Princess! Thank you for the pics. You are very pretty. How are you?,train,train,clean
0,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,train,train,clean
0,THANX 4 PUTTIN DA FONE DOWN ON ME!!,train,train,clean
0,Just send a text. We'll skype later.,train,train,clean
0,Hey u still at the gym?,train,train,clean
0,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",train,train,clean
0,Easy ah?sen got selected means its good..,train,train,clean
0,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,train,train,clean
0,Ay wana meet on sat?ü wkg on sat?,train,train,clean
0,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,train,train,clean
0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",train,train,clean
1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,train,train,clean
0,Went fast asleep dear.take care.,train,train,clean
0,Lara said she can loan me  &lt;#&gt; .,train,train,clean
0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,train,train,clean
0,COME BACK TO TAMPA FFFFUUUUUUU,train,train,clean
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",train,train,clean
0,Jason says it's cool if we pick some up from his place in like an hour,train,train,clean
0,"""Im on gloucesterroad what are uup to later?""",train,train,clean
0,Am okay. Will soon be over. All the best,train,train,clean
0,"I hav almost reached. Call, i m unable to connect u.",train,train,clean
1,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,train,train,clean
0,Now thats going to ruin your thesis!,train,train,clean
0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",train,train,clean
0,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,train,train,clean
0,What happen to her tell the truth,train,train,clean
0,I'm good. Have you registered to vote?,train,train,clean
0,I want to lick your pussy now...,train,train,clean
0,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,train,train,clean
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,train,train,clean
0,Am slow in using biola's fne,train,train,clean
0,K.:)you are the only girl waiting in reception ah?,train,train,clean
0,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,train,train,clean
0,Can ü call me at 10:10 to make sure dat i've woken up...,train,train,clean
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,train,train,clean
0,Lol they don't know about my awesome phone. I could click delete right now if I want.,train,train,clean
0,This is all just creepy and crazy to me.,train,train,clean
0,Lol boo I was hoping for a laugh,train,train,clean
0,Jokin only lar... :-) depends on which phone my father can get lor...,train,train,clean
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,train,train,clean
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,train,train,clean
0,"I shall book chez jules for half eight, if that's ok with you?",train,train,clean
0,I am 6 ft. We will be a good combination!,train,train,clean
0,Exactly. Anyways how far. Is jide her to study or just visiting,train,train,clean
0,Wife.how she knew the time of murder exactly,train,train,clean
1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,train,train,clean
0,Jus ans me lar. U'll noe later.,train,train,clean
0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",train,train,clean
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,train,train,clean
0,That seems unnecessarily affectionate,train,train,clean
0,Are you wet right now?,train,train,clean
0,"As in missionary hook up, doggy hook up, standing...|",train,train,clean
1,Missed call alert. These numbers called but left no message. 07008009200,train,train,clean
0,Which is weird because I know I had it at one point,train,train,clean
0,Just nw i came to hme da..,train,train,clean
0,Hey now am free you can call me.,train,train,clean
0,We can go 4 e normal pilates after our intro...  ,train,train,clean
0,Captain vijaykanth is doing comedy in captain tv..he is drunken :),train,train,clean
1,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,train,train,clean
0,Lmao. Take a pic and send it to me.,train,train,clean
0,The evo. I just had to download flash. Jealous?,train,train,clean
0,"Dude u knw also telugu..thts gud..k, gud nyt..",train,train,clean
0,Jay says that you're a double-faggot,train,train,clean
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,train,train,clean
0,Ok then i come n pick u at engin?,train,train,clean
1,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,train,train,clean
0,What was she looking for?,train,train,clean
0,Also remember to get dobby's bowl from your car,train,train,clean
0,Wat r u doing now?,train,train,clean
0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",train,train,clean
0,Haha... can... But i'm having dinner with my cousin...,train,train,clean
0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",train,train,clean
0,Draw va?i dont think so:),train,train,clean
0,You still around? I could use a half-8th,train,train,clean
0,"I just got home babe, are you still awake ?",train,train,clean
0,Ok i msg u b4 i leave my house.,train,train,clean
0,Ok then i will come to ur home after half an hour,train,train,clean
0,When are you guys leaving?,train,train,clean
0,"Not for possession, especially not first offense",train,train,clean
0,"alright, I'll make sure the car is back tonight",train,train,clean
0,"Not really dude, have no friends i'm afraid :(",train,train,clean
0,"Come round, it's . ",train,train,clean
0,Ok i vl..do u know i got adsense approved..,train,train,clean
1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,train,train,clean
0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,train,train,clean
0,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,train,train,clean
0,Shall i come to get pickle,train,train,clean
0,"(No promises on when though, haven't even gotten dinner yet)",train,train,clean
0,Gudnite....tc...practice going on,train,train,clean
0,Dude sux for snake. He got old and raiden got buff,train,train,clean
0,"Sorry, I'll call later",train,train,clean
0,No. Yes please. Been swimming?,train,train,clean
0,thanks for the temales it was wonderful. Thank. Have a great week.,train,train,clean
0,"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx""",train,train,clean
0,Dunno lei he neva say...,train,train,clean
0,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",train,train,clean
0,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,train,train,clean
0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,train,train,clean
0,"Yo, the game almost over? Want to go to walmart soon",train,train,clean
0,"Sir, waiting for your letter.",train,train,clean
0,Really good:)dhanush rocks once again:),train,train,clean
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,train,train,clean
0,Ü come lt 25 n pass to me lar,train,train,clean
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,train,train,clean
0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,train,train,clean
0,"Aight, let me know when you're gonna be around usf",train,train,clean
1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,train,train,clean
0,Then i buy.,train,train,clean
0,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",train,train,clean
0,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,train,train,clean
0,"I'll see if I can swing by in a bit, got some things to take care of here firsg",train,train,clean
0,Me fine..absolutly fine,train,train,clean
0,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,train,train,clean
0,Jus finish bathing...,train,train,clean
0,Great! So what attracts you to the brothas?,train,train,clean
0,When did dad get back.,train,train,clean
0,So are you guys asking that i get that slippers again or its gone with last year,train,train,clean
0,Ok lor thanx... Ü in school?,train,train,clean
0,What's a feathery bowa? Is that something guys have that I don't know about?,train,train,clean
0,Lmao but its so fun...,train,train,clean
0,"Uh, heads up we don't have THAT much left",train,train,clean
1,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",train,train,clean
0,"Thanks, I'll keep that in mind",train,train,clean
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,train,train,clean
1,Please CALL 08712402578 immediately as there is an urgent message waiting for you,train,train,clean
0,I.ll get there tomorrow and send it to you,train,train,clean
0,ok. I am a gentleman and will treat you with dignity and respect.,train,train,clean
1,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,train,train,clean
0,Tell me they're female :V how're you throwing in? We're deciding what all to get now,train,train,clean
0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,train,train,clean
1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",train,train,clean
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",train,train,clean
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",train,train,clean
0,Im good! I have been thinking about you...,train,train,clean
1,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,train,train,clean
0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,train,train,clean
0,Dear how is chechi. Did you talk to her,train,train,clean
0,Now only i reached home. . . I am very tired now. . I will come tomorro,train,train,clean
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",train,train,clean
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",train,train,clean
0,Once free call me sir.,train,train,clean
0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,train,train,clean
1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,train,train,clean
0,Stupid auto correct on my phone,train,train,clean
0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,train,train,clean
0,K:)k.are you in college?,train,train,clean
0,"Nothing really, just making sure everybody's up to speed",train,train,clean
0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",train,train,clean
0,Yes. It's all innocent fun. O:-),train,train,clean
0,Neshanth..tel me who r u?,train,train,clean
0,Yo you around? A friend of mine's lookin to pick up later tonight,train,train,clean
1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,train,train,clean
0,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,train,train,clean
0,I know that my friend already told that.,train,train,clean
0,Ding me on ya break fassyole! Blacko from londn,train,train,clean
0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,train,train,clean
0,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,train,train,clean
0,"fyi I'm at usf now, swing by the room whenever",train,train,clean
0,Whatsup there. Dont u want to sleep,train,train,clean
0,Where are you lover ? I need you ...,train,train,clean
0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,train,train,clean
0,Pls speak with me. I wont ask anything other then you friendship.,train,train,clean
0,S'fine. Anytime. All the best with it.,train,train,clean
0,"That's cool, I'll come by like  &lt;#&gt; ish",train,train,clean
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,train,train,clean
0,Haha okay... Today weekend leh... ,train,train,clean
0,"sorry brah, just finished the last of my exams, what up",train,train,clean
1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,train,train,clean
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",train,train,clean
0,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,train,train,clean
0,Watching telugu movie..wat abt u?,train,train,clean
0,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",train,train,clean
0,Oh god..taken the teeth?is it paining,train,train,clean
1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",train,train,clean
0,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,train,train,clean
1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,train,train,clean
0,Do you still have the grinder?,train,train,clean
0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,train,train,clean
0,"U so lousy, run already come back then half dead... Hee...",train,train,clean
0,Gd luck 4 ur exams :-),train,train,clean
0,I want to go to perumbavoor,train,train,clean
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",train,train,clean
0,Then ü come n pick me at 530 ar?,train,train,clean
0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",train,train,clean
0,Hey are you angry with me. Reply me dr.,train,train,clean
0,Captain is in our room:),train,train,clean
0,Long after I quit. I get on only like 5 minutes a day as it is.,train,train,clean
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,train,train,clean
0,But am going to college pa. What to do. are else ill come there it self. Pa.,train,train,clean
0,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",train,train,clean
0,I.ll hand her my phone to chat wit u,train,train,clean
0,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,train,train,clean
0,Now got tv 2 watch meh? U no work today?,train,train,clean
0,K still are you loving me.,train,train,clean
0,Y so late but i need to go n get da laptop...,train,train,clean
0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",train,train,clean
0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",train,train,clean
0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,train,train,clean
0,Are u awake? Is there snow there?,train,train,clean
0,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,train,train,clean
0,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,train,train,clean
1,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",train,train,clean
0,Carry on not disturbing both of you,train,train,clean
0,Lol that's different. I don't go trying to find every real life photo you ever took.,train,train,clean
0,"It‘s £6 to get in, is that ok?",train,train,clean
0,I dont thnk its a wrong calling between us,train,train,clean
0,K..k:)where are you?how did you performed?,train,train,clean
0,On the road so cant txt,train,train,clean
0,Yo im right by yo work,train,train,clean
0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),train,train,clean
0,"No, but you told me you were going, before you got drunk!",train,train,clean
1,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,train,train,clean
0,"Jay wants to work out first, how's 4 sound?",train,train,clean
0,I not busy juz dun wan 2 go so early.. Hee.. ,train,train,clean
0,Correct. So how was work today,train,train,clean
0,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,train,train,clean
0,Wrong phone! This phone! I answer this one but assume the other is people i don't well,train,train,clean
0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",train,train,clean
0,"Hi Chikku, send some nice msgs",train,train,clean
0,His bday real is in april .,train,train,clean
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",train,train,clean
0,What you thinked about me. First time you saw me in class.,train,train,clean
0,I'm job profile seems like bpo..,train,train,clean
0,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",train,train,clean
0,Tension ah?what machi?any problem?,train,train,clean
0,Excellent! Are you ready to moan and scream in ecstasy?,train,train,clean
1,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",train,train,clean
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.,train,train,clean
0,Where you. What happen,train,train,clean
0,At the funeral home with Audrey and dad,train,train,clean
0,That's my honeymoon outfit. :),train,train,clean
0,Thanx...,train,train,clean
0,Then why no one talking to me,train,train,clean
0,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,train,train,clean
0,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,train,train,clean
1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",train,train,clean
0,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,train,train,clean
0,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,train,train,clean
0,I did. One slice and one breadstick. Lol,train,train,clean
